Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,TotalScreenTime,ConsumptionScore,AirTravelScore,TravelIntensity,WasteSizeScore,WasteScore,Glass,Plastic,Metal,Paper,Oven,Microwave,Grill,Airfryer,Stove
obese,male,omnivore,less frequently,coal,private,lpg,sometimes,0.5542168674698795,very frequently,0.49924992499249926,medium,2,11,0.54,14,No,5340,25,1.0942168674698796,1.0,1.4992499249924993,2,4,1,0,0,1,1,1,0,0,0
normal,female,omnivore,twice a day,electricity,private,electric,never,0.43775100401606426,frequently,0.04750475047504751,large,6,15,0.7000000000000001,4,Sometimes,1746,19,1.1377510040160643,0.6666666666666666,0.7141714171417142,3,18,0,1,1,1,0,0,0,0,1
underweight,male,vegetarian,more frequently,electricity,walk/bicycle,,never,0.9397590361445783,frequently,0.005500550055005501,extra large,4,3,0.9400000000000001,1,Sometimes,2056,4,1.8797590361445784,0.6666666666666666,0.6721672167216721,4,16,0,1,0,1,0,1,1,1,0
normal,female,pescatarian,less frequently,coal,private,petrol,sometimes,0.2931726907630522,very frequently,0.23362336233623363,medium,1,8,0.78,3,Sometimes,3112,11,1.073172690763052,1.0,1.2336233623362336,2,2,1,0,1,1,1,0,1,1,1
normal,female,omnivore,less frequently,wood,walk/bicycle,,often,0.8634538152610441,rarely,0.004500450045004501,extra large,1,22,0.04,0,Yes,1102,22,0.9034538152610442,0.3333333333333333,0.3378337833783378,4,4,0,0,0,1,1,0,0,0,0
underweight,male,vegan,daily,coal,private,electric,sometimes,0.9036144578313253,never,0.39763976397639766,medium,2,12,0.56,1,No,1188,13,1.4636144578313255,0.0,0.39763976397639766,2,4,0,1,1,1,1,1,0,0,0
overweight,female,omnivore,daily,coal,public,,never,0.42971887550200805,rarely,0.18841884188418842,extra large,1,22,0.96,16,No,1993,38,1.389718875502008,0.3333333333333333,0.5217521752175217,4,4,1,0,0,1,1,0,0,0,0
normal,male,vegan,daily,electricity,private,petrol,sometimes,0.10441767068273092,rarely,0.5776577657765777,small,4,15,0.68,20,No,3135,35,0.7844176706827309,0.3333333333333333,0.910991099109911,1,4,1,0,1,0,0,1,0,0,0
normal,female,vegan,twice a day,coal,walk/bicycle,,sometimes,0.2248995983935743,frequently,0.0025002500250025004,small,7,22,0.7000000000000001,17,Yes,1944,39,0.9248995983935744,0.6666666666666666,0.6691669166916692,1,7,0,1,0,1,0,1,1,1,0
overweight,male,pescatarian,less frequently,electricity,public,,never,0.32530120481927716,rarely,0.07890789078907891,medium,7,13,0.14,4,Sometimes,1248,17,0.46530120481927717,0.3333333333333333,0.4122412241224122,2,14,0,0,0,1,0,1,1,1,1
underweight,female,omnivore,more frequently,natural gas,walk/bicycle,,sometimes,0.24497991967871482,frequently,0.0026002600260026003,medium,2,23,0.64,1,No,1502,24,0.8849799196787148,0.6666666666666666,0.6692669266926692,2,4,0,0,1,1,0,0,1,1,0
obese,female,omnivore,less frequently,natural gas,walk/bicycle,,often,0.34538152610441764,rarely,0.007100710071007101,large,7,12,0.3,10,No,2190,22,0.6453815261044176,0.3333333333333333,0.3404340434043404,3,21,1,1,0,0,1,0,1,1,0
obese,male,vegan,less frequently,coal,public,,often,0.9357429718875502,very frequently,0.05150515051505151,medium,1,3,0.34,9,Yes,3121,12,1.2757429718875501,1.0,1.0515051505150514,2,2,1,1,1,0,1,0,1,1,1
overweight,male,pescatarian,more frequently,coal,public,,never,0.7550200803212851,very frequently,0.12421242124212421,small,1,14,0.5,16,Yes,2543,30,1.2550200803212852,1.0,1.1242124212421243,1,1,1,0,1,1,0,1,0,0,0
obese,male,vegetarian,twice a day,coal,public,,never,0.5662650602409638,never,0.1864186418641864,extra large,6,20,0.18,20,Sometimes,2443,40,0.7462650602409637,0.0,0.1864186418641864,4,24,1,1,0,0,0,1,1,1,1
underweight,male,vegan,daily,coal,public,,often,0.3654618473895582,frequently,0.18351835183518353,large,4,23,0.24,24,No,2043,47,0.6054618473895582,0.6666666666666666,0.8501850185018501,3,12,1,0,1,1,0,1,0,0,1
normal,female,omnivore,less frequently,coal,walk/bicycle,,often,0.8192771084337348,frequently,0.0039003900390039005,large,7,20,0.12,11,Yes,2193,31,0.9392771084337348,0.6666666666666666,0.6705670567056705,3,21,1,0,0,1,0,1,1,1,0
normal,male,vegan,less frequently,wood,public,,often,0.8353413654618475,rarely,0.048804880488048805,large,7,7,0.28,2,Sometimes,1804,9,1.1153413654618474,0.3333333333333333,0.38213821382138213,3,21,0,0,1,0,1,1,0,0,0
obese,female,vegetarian,twice a day,electricity,public,,often,0.2289156626506024,never,0.043504350435043505,large,2,22,0.64,7,Sometimes,1107,29,0.8689156626506024,0.0,0.043504350435043505,3,6,1,1,1,0,1,0,1,1,1
overweight,male,pescatarian,twice a day,electricity,private,petrol,never,0.8714859437751005,rarely,0.21102110211021102,medium,1,3,0.26,10,Yes,1861,13,1.1314859437751004,0.3333333333333333,0.5443544354435443,2,2,1,1,0,0,1,0,1,1,0
normal,male,omnivore,twice a day,coal,public,,never,0.07630522088353411,never,0.0047004700470047005,extra large,2,6,0.42,18,Sometimes,1110,24,0.4963052208835341,0.0,0.0047004700470047005,4,8,1,1,1,1,1,0,1,1,0
obese,male,vegan,twice a day,natural gas,walk/bicycle,,often,0.8473895582329317,frequently,0.0014001400140014,small,7,20,0.7000000000000001,22,Yes,2519,42,1.5473895582329318,0.6666666666666666,0.668066806680668,1,7,1,0,1,1,1,0,0,0,0
obese,female,omnivore,more frequently,electricity,public,,often,0.24096385542168672,very frequently,0.18711871187118712,extra large,1,10,0.5,11,No,2482,21,0.7409638554216867,1.0,1.1871187118711872,4,4,0,0,1,1,0,1,0,0,0
underweight,male,vegan,daily,electricity,public,,never,0.26104417670682734,frequently,0.007200720072007201,large,3,6,0.54,15,Yes,1363,21,0.8010441767068274,0.6666666666666666,0.6738673867386739,3,9,1,0,1,1,0,0,0,0,1
normal,female,vegetarian,daily,coal,private,lpg,never,0.08835341365461849,rarely,0.8521852185218523,extra large,2,23,0.88,19,No,3645,42,0.9683534136546185,0.3333333333333333,1.1855185518551856,4,8,1,0,0,0,0,0,0,0,0
underweight,male,vegetarian,twice a day,coal,walk/bicycle,,often,0.10843373493975902,never,0.0027002700270027003,extra large,6,6,0.06,11,No,1678,17,0.16843373493975902,0.0,0.0027002700270027003,4,24,0,0,1,0,0,0,1,1,1
overweight,male,omnivore,daily,electricity,private,electric,sometimes,0.8995983935742972,very frequently,0.5958595859585959,large,1,0,0.58,9,Sometimes,2738,9,1.4795983935742971,1.0,1.5958595859585958,3,3,0,1,0,0,0,1,0,0,1
overweight,male,vegetarian,twice a day,electricity,public,,often,0.040160642570281124,frequently,0.17261726172617262,medium,5,2,0.08,16,Yes,1741,18,0.12016064257028113,0.6666666666666666,0.8392839283928393,2,10,1,0,0,1,0,1,0,0,1
normal,female,vegan,twice a day,electricity,walk/bicycle,,never,0.46586345381526106,rarely,0.0017001700170017002,medium,7,16,0.1,0,Sometimes,898,16,0.565863453815261,0.3333333333333333,0.335033503350335,2,14,0,1,0,1,1,1,0,0,1
underweight,female,omnivore,less frequently,electricity,public,,often,0.8995983935742972,rarely,0.05490549054905491,extra large,7,23,0.7000000000000001,18,Yes,2181,41,1.5995983935742972,0.3333333333333333,0.38823882388238823,4,28,0,0,0,0,1,0,0,0,0
normal,female,vegan,more frequently,natural gas,public,,never,0.04417670682730923,frequently,0.16961696169616963,medium,7,12,0.46,14,Sometimes,1963,26,0.5041767068273093,0.6666666666666666,0.8362836283628363,2,14,0,0,1,0,1,1,1,1,1
underweight,male,pescatarian,twice a day,coal,public,,often,0.6746987951807228,never,0.14791479147914793,extra large,5,13,0.64,3,Yes,1893,16,1.314698795180723,0.0,0.14791479147914793,4,20,0,1,1,1,1,0,0,0,0
obese,female,vegetarian,more frequently,electricity,public,,never,0.6385542168674698,frequently,0.09670967096709672,large,3,19,0.1,10,No,1528,29,0.7385542168674698,0.6666666666666666,0.7633763376337633,3,9,1,0,1,1,1,0,1,1,1
overweight,male,vegetarian,twice a day,electricity,private,petrol,never,0.5783132530120482,very frequently,0.8192819281928193,large,4,15,0.9,17,Sometimes,6637,32,1.4783132530120482,1.0,1.8192819281928192,3,12,1,0,0,0,1,0,0,0,1
underweight,female,pescatarian,twice a day,coal,private,hybrid,never,0.9759036144578314,very frequently,0.32573257325732574,extra large,2,7,0.02,8,Sometimes,2484,15,0.9959036144578314,1.0,1.3257325732573257,4,8,1,1,0,0,0,0,1,1,1
underweight,female,pescatarian,more frequently,wood,walk/bicycle,,often,0.6184738955823293,very frequently,0.0077007700770077014,large,6,6,0.66,24,Sometimes,2565,30,1.2784738955823294,1.0,1.0077007700770078,3,18,0,1,1,1,1,1,1,1,0
overweight,female,vegetarian,twice a day,electricity,public,,sometimes,0.7590361445783133,frequently,0.1405140514051405,large,4,11,0.3,14,Yes,1760,25,1.0590361445783132,0.6666666666666666,0.8071807180718071,3,12,0,0,1,0,0,1,1,1,0
overweight,male,pescatarian,daily,wood,public,,often,0.29718875502008035,never,0.19791979197919793,small,6,13,0.74,17,No,1860,30,1.0371887550200802,0.0,0.19791979197919793,1,6,0,1,1,0,1,0,1,1,0
overweight,male,vegetarian,more frequently,natural gas,public,,often,0.8393574297188754,rarely,0.0317031703170317,large,6,18,0.92,5,Sometimes,2170,23,1.7593574297188754,0.3333333333333333,0.365036503650365,3,18,1,1,1,0,0,1,0,0,0
obese,female,pescatarian,twice a day,coal,walk/bicycle,,sometimes,0.714859437751004,very frequently,0.006700670067006701,large,1,12,0.52,22,Yes,2942,34,1.234859437751004,1.0,1.0067006700670067,3,3,0,1,1,0,0,0,1,1,1
normal,female,pescatarian,daily,natural gas,private,diesel,never,0.8313253012048193,rarely,0.0035003500350035003,extra large,3,21,0.74,10,Sometimes,1562,31,1.5713253012048192,0.3333333333333333,0.3368336833683368,4,12,0,0,0,1,0,0,1,1,0
obese,male,vegan,less frequently,coal,public,,never,0.5261044176706827,never,0.027902790279027905,small,7,10,0.6,14,Yes,1746,24,1.1261044176706827,0.0,0.027902790279027905,1,7,1,0,0,0,1,0,1,1,0
underweight,male,vegan,less frequently,electricity,private,diesel,often,0.6305220883534136,very frequently,0.9366936693669368,extra large,3,4,0.64,24,No,4734,28,1.2705220883534136,1.0,1.9366936693669368,4,12,1,0,1,1,0,0,0,0,1
obese,male,vegan,more frequently,coal,public,,never,0.3092369477911646,never,0.16481648164816481,extra large,3,3,0.8200000000000001,9,Yes,1903,12,1.1292369477911648,0.0,0.16481648164816481,4,12,1,1,1,1,1,1,1,1,1
underweight,female,vegan,daily,electricity,walk/bicycle,,often,0.5341365461847389,rarely,0.0028002800280028,medium,5,14,0.3,6,Sometimes,903,20,0.834136546184739,0.3333333333333333,0.3361336133613361,2,10,0,1,0,1,0,0,0,0,0
obese,female,pescatarian,daily,wood,public,,sometimes,0.4056224899598394,frequently,0.1935193519351935,small,4,7,0.18,14,Yes,1829,21,0.5856224899598395,0.6666666666666666,0.8601860186018602,1,4,0,1,0,0,0,0,1,1,1
obese,female,vegan,twice a day,coal,walk/bicycle,,never,0.646586345381526,rarely,0.007200720072007201,medium,6,14,0.92,20,Sometimes,2041,34,1.566586345381526,0.3333333333333333,0.34053405340534054,2,12,0,1,0,1,0,1,0,0,1
underweight,male,vegetarian,twice a day,natural gas,walk/bicycle,,sometimes,0.7590361445783133,very frequently,0.009200920092009202,large,5,8,0.02,9,Sometimes,2234,17,0.7790361445783133,1.0,1.0092009200920091,3,15,1,1,1,1,1,0,1,1,1
normal,male,pescatarian,twice a day,wood,walk/bicycle,,often,0.1967871485943775,frequently,0.0013001300130013002,medium,7,10,0.66,16,Yes,2167,26,0.8567871485943775,0.6666666666666666,0.667966796679668,2,14,1,0,0,1,0,1,0,0,0
underweight,male,pescatarian,less frequently,natural gas,walk/bicycle,,often,0.7469879518072289,very frequently,0.007200720072007201,small,5,11,0.42,4,Sometimes,2426,15,1.1669879518072288,1.0,1.0072007200720072,1,5,1,1,1,0,1,1,0,0,0
normal,female,vegetarian,daily,coal,walk/bicycle,,often,0.21285140562248997,frequently,0.0008000800080008001,small,2,14,0.62,7,Sometimes,1770,21,0.8328514056224899,0.6666666666666666,0.6674667466746674,1,2,0,1,1,0,1,1,1,1,0
underweight,female,omnivore,daily,natural gas,walk/bicycle,,sometimes,0.49397590361445787,rarely,0.0006000600060006001,large,5,11,0.66,7,No,1580,18,1.153975903614458,0.3333333333333333,0.3339333933393339,3,15,1,0,0,1,1,1,0,0,1
overweight,male,vegetarian,daily,electricity,public,,often,0.05622489959839358,frequently,0.1279127912791279,small,7,21,0.26,16,Sometimes,1869,37,0.3162248995983936,0.6666666666666666,0.7945794579457945,1,7,0,1,1,0,1,0,0,0,1
obese,female,vegan,more frequently,wood,walk/bicycle,,never,0.8473895582329317,very frequently,0.0098009800980098,small,7,19,0.58,24,Sometimes,2575,43,1.4273895582329317,1.0,1.00980098009801,1,7,0,1,1,1,1,1,1,1,0
normal,male,vegetarian,less frequently,natural gas,walk/bicycle,,sometimes,0.2570281124497992,frequently,0.008000800080008,small,4,19,0.1,4,No,1397,23,0.35702811244979915,0.6666666666666666,0.6746674667466747,1,4,0,1,1,0,0,0,1,1,0
obese,female,pescatarian,twice a day,wood,private,lpg,often,0.9638554216867469,never,0.059905990599059905,extra large,5,19,0.8200000000000001,7,Yes,2145,26,1.7838554216867468,0.0,0.059905990599059905,4,20,1,1,0,1,1,1,1,1,1
overweight,male,pescatarian,less frequently,coal,private,diesel,never,0.5461847389558233,rarely,0.9004900490049005,medium,2,12,0.7000000000000001,20,Sometimes,4314,32,1.2461847389558234,0.3333333333333333,1.2338233823382339,2,4,1,1,0,1,1,0,1,1,0
overweight,female,omnivore,daily,electricity,public,,sometimes,0.18473895582329317,very frequently,0.019201920192019203,small,6,9,0.64,3,No,2215,12,0.8247389558232932,1.0,1.0192019201920193,1,6,0,0,1,0,1,0,1,1,0
obese,male,omnivore,twice a day,coal,public,,never,0.33333333333333337,frequently,0.028702870287028705,extra large,5,18,0.58,9,Sometimes,3501,27,0.9133333333333333,0.6666666666666666,0.6953695369536953,4,20,0,0,0,0,0,0,0,0,0
overweight,male,vegan,daily,coal,private,diesel,sometimes,0.3614457831325302,never,0.952895289528953,medium,2,19,0.7000000000000001,8,Yes,3933,27,1.0614457831325304,0.0,0.952895289528953,2,4,0,0,1,0,1,0,1,1,0
overweight,male,pescatarian,daily,wood,private,hybrid,sometimes,0.3012048192771084,rarely,0.15071507150715072,extra large,5,8,0.98,4,Sometimes,2554,12,1.2812048192771084,0.3333333333333333,0.48404840484048406,4,20,1,0,0,1,1,1,0,0,0
normal,male,vegan,less frequently,electricity,private,lpg,never,0.7911646586345381,very frequently,0.90989098909891,small,1,18,0.52,8,Yes,4300,26,1.3111646586345382,1.0,1.90989098909891,1,1,0,0,1,0,0,1,0,0,0
overweight,male,omnivore,more frequently,wood,public,,never,0.3694779116465864,frequently,0.12021202120212021,medium,5,12,0.8200000000000001,9,Yes,2577,21,1.1894779116465863,0.6666666666666666,0.7868786878687868,2,10,1,1,1,0,1,1,1,1,0
obese,female,pescatarian,less frequently,wood,private,hybrid,sometimes,0.05622489959839358,very frequently,0.6797679767976798,large,5,24,0.02,0,No,3422,24,0.07622489959839358,1.0,1.6797679767976796,3,15,1,1,0,1,0,0,0,0,0
normal,male,vegan,less frequently,electricity,public,,never,0.6546184738955823,very frequently,0.1864186418641864,extra large,2,19,0.2,14,No,2220,33,0.8546184738955822,1.0,1.1864186418641864,4,8,1,0,1,0,0,0,1,1,0
underweight,female,vegan,daily,natural gas,public,,often,0.8152610441767069,rarely,0.04750475047504751,small,6,20,0.02,17,Yes,1213,37,0.8352610441767069,0.3333333333333333,0.3808380838083808,1,6,0,0,0,0,1,0,1,1,1
overweight,male,vegan,twice a day,natural gas,private,diesel,sometimes,0.7469879518072289,never,0.7608760876087609,large,7,2,0.62,13,Sometimes,3904,15,1.366987951807229,0.0,0.7608760876087609,3,21,1,1,0,1,0,1,1,1,1
overweight,female,omnivore,less frequently,electricity,walk/bicycle,,never,0.5662650602409638,never,0.008500850085008501,small,4,20,0.68,17,Sometimes,1097,37,1.246265060240964,0.0,0.008500850085008501,1,4,0,0,1,1,1,1,1,1,0
normal,female,omnivore,more frequently,coal,public,,often,0.3775100401606426,rarely,0.04790479047904791,small,5,22,0.2,22,Yes,1466,44,0.5775100401606426,0.3333333333333333,0.3812381238123812,1,5,0,1,1,0,0,1,0,0,0
underweight,female,vegan,less frequently,coal,private,petrol,never,0.2730923694779116,very frequently,0.5457545754575458,medium,5,11,0.16,24,Yes,3728,35,0.43309236947791163,1.0,1.5457545754575457,2,10,0,1,1,1,1,1,0,0,1
normal,female,pescatarian,more frequently,electricity,walk/bicycle,,often,0.9397590361445783,never,0.0077007700770077014,small,5,18,0.02,10,No,869,28,0.9597590361445784,0.0,0.0077007700770077014,1,5,0,0,1,0,1,1,0,0,0
underweight,female,vegan,more frequently,wood,public,,never,0.6626506024096386,very frequently,0.1488148814881488,large,3,4,0.22,0,Yes,2067,4,0.8826506024096386,1.0,1.148814881488149,3,9,0,0,0,0,1,0,1,1,1
overweight,female,vegetarian,less frequently,wood,private,petrol,sometimes,0.15662650602409636,rarely,0.622962296229623,small,2,20,0.02,11,Yes,2922,31,0.17662650602409635,0.3333333333333333,0.9562956295629563,1,2,0,0,1,1,0,1,0,0,0
overweight,female,vegan,twice a day,electricity,public,,sometimes,0.3293172690763052,very frequently,0.16081608160816083,large,3,6,0.8,11,Sometimes,2452,17,1.1293172690763051,1.0,1.1608160816081607,3,9,1,0,1,0,0,0,1,1,0
normal,female,vegetarian,twice a day,electricity,walk/bicycle,,often,0.859437751004016,frequently,0.005800580058005801,large,1,6,0.06,17,Sometimes,1271,23,0.9194377510040159,0.6666666666666666,0.6724672467246724,3,3,0,1,0,0,1,0,0,0,0
obese,male,vegan,less frequently,wood,walk/bicycle,,never,0.7550200803212851,frequently,0.0044004400440044,small,2,13,0.9400000000000001,15,Yes,2342,28,1.6950200803212851,0.6666666666666666,0.671067106710671,1,2,1,1,0,1,0,0,0,0,1
normal,female,pescatarian,more frequently,natural gas,public,,never,0.3855421686746988,frequently,0.07930793079307931,medium,2,23,0.9400000000000001,8,Yes,1954,31,1.3255421686746989,0.6666666666666666,0.7459745974597459,2,4,0,1,0,0,0,1,0,0,1
overweight,male,omnivore,more frequently,natural gas,walk/bicycle,,sometimes,0.0,very frequently,0.0016001600160016002,large,6,23,0.66,20,Sometimes,3676,43,0.66,1.0,1.0016001600160016,3,18,0,1,0,0,1,1,0,0,1
underweight,male,vegetarian,twice a day,wood,walk/bicycle,,sometimes,0.41767068273092367,very frequently,0.0016001600160016002,large,4,2,0.26,22,Yes,2416,24,0.6776706827309237,1.0,1.0016001600160016,3,12,1,1,0,1,0,1,0,0,0
normal,female,omnivore,daily,wood,walk/bicycle,,never,0.3293172690763052,very frequently,0.005000500050005001,extra large,5,9,0.72,24,Sometimes,2553,33,1.049317269076305,1.0,1.005000500050005,4,20,1,1,0,0,0,0,0,0,0
overweight,male,vegan,more frequently,natural gas,private,electric,often,0.5060240963855421,never,0.21542154215421544,medium,1,19,0.88,24,No,1451,43,1.3860240963855421,0.0,0.21542154215421544,2,2,1,1,1,1,1,0,1,1,0
underweight,female,pescatarian,daily,natural gas,public,,often,0.8032128514056224,very frequently,0.018801880188018802,small,3,12,0.42,21,Yes,2079,33,1.2232128514056224,1.0,1.0188018801880188,1,3,1,1,0,0,0,0,0,0,0
underweight,male,vegan,daily,coal,private,lpg,often,0.7991967871485943,never,0.7026702670267027,medium,6,9,0.46,1,No,3318,10,1.2591967871485943,0.0,0.7026702670267027,2,12,1,1,0,0,1,0,0,0,0
underweight,male,omnivore,more frequently,coal,walk/bicycle,,never,0.4979919678714859,never,0.002000200020002,extra large,5,15,0.36,13,No,1730,28,0.8579919678714859,0.0,0.002000200020002,4,20,1,0,1,0,0,0,0,0,1
obese,male,vegan,less frequently,coal,public,,often,0.6184738955823293,never,0.0627062706270627,medium,6,22,0.96,3,No,2435,25,1.5784738955823294,0.0,0.0627062706270627,2,12,0,1,1,0,0,1,1,1,1
obese,female,omnivore,twice a day,wood,walk/bicycle,,never,0.9236947791164659,never,0.0006000600060006001,small,3,6,0.68,20,Yes,1571,26,1.603694779116466,0.0,0.0006000600060006001,1,3,0,1,0,1,1,1,0,0,0
normal,female,omnivore,more frequently,electricity,private,electric,sometimes,0.8674698795180723,rarely,0.46764676467646765,large,2,2,0.06,22,No,1259,24,0.9274698795180722,0.3333333333333333,0.800980098009801,3,6,0,0,0,0,1,0,0,0,1
underweight,female,pescatarian,daily,wood,public,,often,0.44979919678714864,very frequently,0.04590459045904591,large,5,1,0.64,19,Yes,2550,20,1.0897991967871485,1.0,1.0459045904590458,3,15,0,0,0,1,0,0,0,0,0
obese,female,pescatarian,more frequently,natural gas,public,,often,0.2530120481927711,very frequently,0.07910791079107911,small,6,3,0.24,19,No,2772,22,0.4930120481927711,1.0,1.079107910791079,1,6,0,0,0,1,0,1,1,1,1
underweight,female,vegan,less frequently,natural gas,walk/bicycle,,never,0.10040160642570281,very frequently,0.007800780078007801,medium,5,4,0.88,19,No,2093,23,0.9804016064257028,1.0,1.0078007800780078,2,10,0,1,1,1,0,1,0,0,1
underweight,female,vegan,less frequently,electricity,walk/bicycle,,sometimes,0.21285140562248997,rarely,0.0018001800180018003,small,5,8,0.86,10,Sometimes,937,18,1.07285140562249,0.3333333333333333,0.3351335133513351,1,5,1,1,0,1,0,1,0,0,1
overweight,male,omnivore,more frequently,coal,walk/bicycle,,never,0.6706827309236948,never,0.0017001700170017002,large,6,17,0.88,17,No,2496,34,1.5506827309236948,0.0,0.0017001700170017002,3,18,0,1,0,1,0,0,0,0,1
obese,male,omnivore,less frequently,coal,public,,never,0.18875502008032127,never,0.19911991199119913,small,5,20,0.08,18,Sometimes,1496,38,0.26875502008032126,0.0,0.19911991199119913,1,5,0,1,0,1,0,1,1,1,0
underweight,female,vegetarian,twice a day,coal,private,hybrid,sometimes,0.678714859437751,never,0.25112511251125114,large,3,11,0.52,20,Yes,1555,31,1.198714859437751,0.0,0.25112511251125114,3,9,0,0,1,1,1,1,0,0,1
normal,female,vegetarian,daily,natural gas,private,petrol,sometimes,0.8995983935742972,frequently,0.15481548154815483,small,4,15,0.22,22,Yes,2044,37,1.1195983935742972,0.6666666666666666,0.8214821482148215,1,4,0,1,0,1,1,1,1,1,0
obese,female,omnivore,more frequently,natural gas,private,electric,sometimes,0.8192771084337348,never,0.35143514351435146,large,4,12,0.78,19,No,2066,31,1.5992771084337347,0.0,0.35143514351435146,3,12,1,1,0,0,0,1,0,0,1
obese,female,pescatarian,more frequently,natural gas,private,electric,never,0.6746987951807228,frequently,0.6505650565056506,extra large,6,23,0.48,0,Yes,2400,23,1.1546987951807228,0.6666666666666666,1.3172317231723172,4,24,0,0,1,1,0,1,1,1,1
overweight,male,vegetarian,more frequently,natural gas,private,electric,often,0.02409638554216867,rarely,0.8610861086108611,medium,7,20,0.18,9,Sometimes,1852,29,0.20409638554216866,0.3333333333333333,1.1944194419441945,2,14,1,0,0,0,1,1,1,1,0
normal,male,omnivore,less frequently,wood,private,petrol,often,0.6184738955823293,frequently,0.6452645264526453,medium,7,15,0.54,3,Yes,4814,18,1.1584738955823295,0.6666666666666666,1.311931193119312,2,14,0,1,1,1,0,1,1,1,1
overweight,female,omnivore,less frequently,coal,public,,sometimes,0.21686746987951808,very frequently,0.09890989098909891,large,3,9,0.7000000000000001,5,Sometimes,2584,14,0.9168674698795182,1.0,1.0989098909890989,3,9,1,1,1,1,0,0,0,0,1
normal,female,omnivore,more frequently,wood,public,,sometimes,0.17269076305220885,frequently,0.19741974197419743,extra large,6,4,0.92,9,Yes,2614,13,1.092690763052209,0.6666666666666666,0.8640864086408641,4,24,0,0,0,0,1,0,0,0,0
overweight,female,pescatarian,daily,electricity,private,petrol,never,0.05220883534136547,frequently,0.977997799779978,extra large,4,11,0.38,21,Sometimes,5409,32,0.43220883534136545,0.6666666666666666,1.6446644664466445,4,16,1,0,0,0,0,0,1,1,0
overweight,male,vegan,twice a day,wood,public,,never,0.0682730923694779,frequently,0.0745074507450745,medium,6,11,0.26,18,Yes,1971,29,0.3282730923694779,0.6666666666666666,0.7411741174117411,2,12,1,0,1,0,0,0,0,0,1
normal,female,pescatarian,daily,natural gas,public,,sometimes,0.0963855421686747,never,0.1568156815681568,small,6,19,0.84,19,Sometimes,1423,38,0.9363855421686746,0.0,0.1568156815681568,1,6,1,0,0,0,1,0,0,0,0
overweight,male,pescatarian,less frequently,coal,public,,sometimes,0.34538152610441764,very frequently,0.09050905090509051,small,5,1,0.12,17,Yes,2779,18,0.46538152610441763,1.0,1.0905090509050905,1,5,0,1,0,1,1,0,1,1,0
overweight,female,pescatarian,daily,electricity,walk/bicycle,,often,0.2650602409638554,never,0.0032003200320032004,small,2,24,0.64,11,No,1034,35,0.9050602409638554,0.0,0.0032003200320032004,1,2,1,0,1,0,0,0,1,1,0
normal,male,vegetarian,more frequently,coal,public,,often,0.5261044176706827,never,0.09630963096309632,extra large,4,5,0.88,23,Sometimes,2093,28,1.4061044176706827,0.0,0.09630963096309632,4,16,1,1,1,1,1,0,1,1,0
obese,female,vegan,more frequently,coal,public,,sometimes,0.040160642570281124,frequently,0.10911091109110911,medium,7,17,0.7000000000000001,6,Sometimes,2574,23,0.7401606425702811,0.6666666666666666,0.7757775777577758,2,14,1,1,0,0,0,1,0,0,0
underweight,male,omnivore,daily,electricity,walk/bicycle,,often,0.26907630522088355,very frequently,0.0038003800380038005,medium,2,1,0.46,18,Yes,2034,19,0.7290763052208835,1.0,1.0038003800380038,2,4,1,1,1,1,1,1,0,0,0
underweight,male,vegan,daily,electricity,walk/bicycle,,sometimes,0.3413654618473896,never,0.0014001400140014,extra large,3,9,0.7000000000000001,23,Sometimes,1294,32,1.0413654618473895,0.0,0.0014001400140014,4,12,1,0,1,0,1,1,0,0,1
obese,male,pescatarian,less frequently,coal,public,,never,0.8273092369477911,very frequently,0.14701470147014703,medium,7,17,0.76,0,Yes,3752,17,1.587309236947791,1.0,1.147014701470147,2,14,1,1,1,0,0,0,0,0,1
obese,male,omnivore,twice a day,wood,public,,sometimes,0.11244979919678713,very frequently,0.10211021102110211,small,4,3,0.92,8,Sometimes,3273,11,1.0324497991967871,1.0,1.102110211021102,1,4,1,1,0,1,1,0,0,0,0
normal,female,pescatarian,twice a day,electricity,public,,never,0.45783132530120485,never,0.18011801180118012,extra large,3,5,0.2,20,Yes,931,25,0.6578313253012049,0.0,0.18011801180118012,4,12,1,0,1,0,1,1,0,0,1
underweight,male,vegetarian,more frequently,coal,public,,sometimes,0.7951807228915663,very frequently,0.17751775177517753,extra large,6,16,0.8200000000000001,3,Sometimes,3493,19,1.6151807228915662,1.0,1.1775177517751776,4,24,0,0,1,0,0,1,0,0,0
normal,male,vegan,daily,natural gas,public,,sometimes,0.7028112449799196,frequently,0.0093009300930093,small,2,2,0.42,9,Sometimes,1493,11,1.1228112449799197,0.6666666666666666,0.6759675967596759,1,2,1,1,1,0,0,0,0,0,1
normal,female,omnivore,less frequently,electricity,walk/bicycle,,never,0.8032128514056224,rarely,0.007300730073007301,large,2,2,0.3,5,No,1133,7,1.1032128514056223,0.3333333333333333,0.3406340634063406,3,6,0,1,0,0,1,1,0,0,1
